"artists","danceability","energy","liveness","tempo","loudness","acousticness","speechiness"
"Ed Gerhard",0.38,0.06,0.11,0.78,0.69,0.89,0.1
"Ed Helms",0.8,0.87,0.06,0.45,0.89,0.07,0.14
"Ed Ivory",0.52,0.43,0.14,0.5,0.78,0.49,0.26
"Ed Lang & His Orchestra",0.82,0.61,0.05,0.52,0.83,0.85,0.07
"Ed Maverick",0.83,0.16,0.36,0.48,0.74,0.95,0.04
"Ed O.G. & Da Bulldogs",0.73,0.72,0.21,0.43,0.84,0.01,0.18
"Ed Seay",0.59,0.53,0.06,0.55,0.77,0.22,0.04
"Ed Sheeran",0.66,0.5,0.18,0.47,0.85,0.41,0.08
"Ed Sullivan",0.38,0.31,0.11,0.48,0.79,0.64,0.03
"Ed Tullett",0.35,0.31,0.2,0.67,0.81,0.96,0.03
"Edda Dell Orso",0.12,0.05,0.09,0.5,0.59,0.97,0.04
"Edda Dell'Orso",0.22,0.47,0.09,0.42,0.76,0.75,0.06
"Edda Hayes",0.14,0.48,0.1,0.85,0.81,0.1,0.05
"Eddie ""Cleanhead"" Vinson",0.6,0.19,0.31,0.34,0.78,0.96,0.09
"Eddie ""Lockjaw"" Davis",0.53,0.23,0.27,0.62,0.71,0.6,0.05
"Eddie ""Rochester"" Anderson",0.47,0.8,0.87,0.81,0.86,0.95,0.24
"Eddie & The Hot Rods",0.33,0.87,0.08,0.68,0.88,0,0.08
"Eddie Albert",0.67,0.21,0.2,0.47,0.76,0.92,0.2
"Eddie And The Tide",0.68,0.7,0.23,0.55,0.78,0.17,0.03
"Eddie Barclay",0.32,0.27,0.1,0.34,0.78,0.9,0.04
"Eddie Beram",0.49,0.93,0.16,0.64,0.86,0.19,0.07
"Eddie Berman",0.46,0.15,0.15,0.34,0.75,0.9,0.04
"Eddie Boyd",0.74,0.51,0.16,0.48,0.85,0.91,0.04
"Eddie Bush",0.41,0.15,0.12,0.32,0.61,0.99,0.06
"Eddie Calvert",0.4,0.38,0.47,0.48,0.78,0.6,0.03
"Eddie Cantor",0.75,0.74,0.69,0.67,0.87,0.98,0.23
"Eddie Chappell",0.44,0.3,0.17,0.46,0.75,0.96,0.05
"Eddie Cochran",0.6,0.57,0.19,0.56,0.81,0.44,0.07
"Eddie Condon",0.54,0.33,0.35,0.64,0.73,0.94,0.09
"Eddie Dee",0.68,0.75,0.22,0.44,0.89,0.26,0.1
"Eddie Fisher",0.33,0.21,0.24,0.46,0.8,0.9,0.04
"Eddie Floyd",0.71,0.43,0.22,0.51,0.77,0.26,0.04
"Eddie Foy Jr",0.66,0.39,0.44,0.45,0.8,0.91,0.14
"Eddie Gasper",0.73,0.45,0.36,0.4,0.76,0.78,0.07
"Eddie Gonzalez",0.67,0.74,0.16,0.64,0.85,0.11,0.05
"Eddie Griffin",0.74,0.83,0.36,0.57,0.88,0.33,0.42
"Eddie Gómez",0.4,0.2,0.25,0.4,0.62,0.98,0.05
"Eddie Harris",0.59,0.39,0.14,0.64,0.77,0.6,0.04
"Eddie Hazel",0.59,0.65,0.29,0.54,0.81,0.32,0.07
"Eddie Henderson",0.66,0.61,0.08,0.4,0.82,0.38,0.03
"Eddie Heywood",0.56,0.15,0.2,0.51,0.73,0.95,0.05
"Eddie Hodges",0.69,0.24,0.1,0.56,0.76,0.64,0.06
"Eddie Holland",0.67,0.68,0.27,0.56,0.85,0.61,0.05
"Eddie Holman",0.44,0.4,0.16,0.41,0.82,0.42,0.03
"Eddie Kamae",0.3,0.53,0.11,0.73,0.67,0.95,0.04
"Eddie Kamae And The Sons Of Hawai`i",0.6,0.3,0.11,0.43,0.76,0.64,0.03
"Eddie Kendricks",0.53,0.57,0.19,0.55,0.79,0.43,0.06
"Eddie Lang",0.65,0.29,0.17,0.62,0.77,0.99,0.07
"Eddie Levert",0.74,0.51,0.08,0.55,0.79,0.49,0.04
"Eddie Louiss",0.35,0.39,0.15,0.61,0.82,0.22,0.03
"Eddie Lovette",0.75,0.51,0.08,0.4,0.76,0.15,0.1
"Eddie Mercado",0.8,0.7,0.07,0.53,0.83,0.01,0.06
"Eddie Money",0.59,0.7,0.14,0.55,0.82,0.12,0.04
"Eddie Murphy",0.54,0.7,0.72,0.52,0.74,0.73,0.76
"Eddie Ortiz",0.57,0.19,0.14,0.69,0.61,0.99,0.05
"Eddie Palmieri",0.63,0.6,0.2,0.54,0.82,0.67,0.06
"Eddie Phillips",0.7,0.46,0.37,0.52,0.8,0.81,0.16
"Eddie Quillan",0.47,0.31,0.21,0.63,0.75,0.93,0.08
"Eddie Rabbitt",0.64,0.51,0.12,0.53,0.8,0.22,0.04
"Eddie Redmayne",0.37,0.17,0.12,0.47,0.73,0.92,0.05
"Eddie Russell",0.34,0.15,0.19,0.5,0.69,0.99,0.04
"Eddie Safranski",0.35,0.29,0.25,0.89,0.72,0.97,0.09
"Eddie Santiago",0.67,0.74,0.14,0.66,0.86,0.5,0.04
"Eddie Sauter",0.36,0.3,0.17,0.51,0.77,0.89,0.04
"Eddie Shaw",0.49,0.4,0.13,0.83,0.77,0.46,0.05
"Eddie Sledge",0.88,0.28,0.46,0.53,0.75,0.76,0.11
"Eddie Snow",0.71,0.57,0.2,0.52,0.86,0.86,0.06
"Eddie Stone",0.41,0.22,0.1,0.36,0.77,0.99,0.03
"Eddie Van Halen",0.35,0.52,0.13,0.77,0.83,0.03,0.03
"Eddie Vedder",0.49,0.54,0.14,0.57,0.83,0.53,0.04
"Eddy Arnold",0.46,0.24,0.15,0.52,0.75,0.87,0.03
"Eddy Herrera",0.75,0.8,0.19,0.62,0.86,0.23,0.04
"Eddy Lover",0.66,0.78,0.22,0.52,0.89,0.28,0.04
"Eddy Mitchell",0.57,0.66,0.24,0.43,0.82,0.28,0.05
"Eddy Raven",0.83,0.5,0.07,0.53,0.76,0.23,0.04
"Ede Marietti Gandolfo",0.51,0.32,0.36,0.38,0.76,0.98,0.16
"Eden Ahbez",0.5,0.24,0.16,0.51,0.71,0.92,0.04
"Eden Duncan-Smith",0.74,0.84,0.03,0.75,0.89,0.05,0.1
"Eden James",0.43,0.69,0.2,0.62,0.88,0.21,0.04
"Eden Project",0.54,0.53,0.49,0.53,0.86,0.5,0.07
"Eden Riegel",0.23,0.18,0.13,0.63,0.71,0.73,0.04
"Eder Quartet",0.17,0.05,0.16,0.46,0.58,0.95,0.05
"Edgar Allan Poe",0.61,0.09,0.16,0.51,0.53,0.22,0.73
"Edgar Fletcher",0.88,0.64,0.12,0.35,0.89,0.01,0.2
"Edgar Froese",0.4,0.46,0.09,0.68,0.73,0.41,0.04
"Edgar Joel",0.68,0.72,0.1,0.74,0.85,0.39,0.04
"Edgar Meyer",0.25,0.16,0.13,0.43,0.64,0.94,0.04
"Edgar Pettman",0.24,0.04,0.1,0.38,0.44,1,0.05
"Edgar Winter",0.41,0.54,0.52,0.56,0.79,0.56,0.06
"Edgar Winter's White Trash",0.44,0.68,0.08,0.77,0.81,0.2,0.04
"Edgardo Donato Y Sus Muchachos",0.75,0.14,0.22,0.61,0.71,0.99,0.22
"Edguy",0.48,0.88,0.28,0.63,0.9,0.03,0.06
"Edicion Especial",0.58,0.82,0.13,0.79,0.91,0.28,0.06
"Edie Brickell",0.56,0.31,0.11,0.77,0.73,0.44,0.03
"Edie Brickell & New Bohemians",0.66,0.56,0.12,0.56,0.78,0.54,0.04
"Edie Cowan",0.6,0.31,0.1,0.64,0.78,0.91,0.09
"Edison Lighthouse",0.57,0.77,0.14,0.51,0.87,0.25,0.03
"Edita Gruberova",0.54,0.21,0.19,0.34,0.73,0.96,0.07
"Edith Adams",0.42,0.26,0.17,0.57,0.75,0.86,0.06
"Edith Lienbacher",0.16,0.13,0.1,0.32,0.69,0.96,0.04
"Edith Mathis",0.22,0.06,0.43,0.37,0.61,0.99,0.05
"Edith Márquez",0.54,0.53,0.17,0.51,0.88,0.31,0.03
"Edith Sitwell",0.55,0.21,0.15,0.46,0.65,0.88,0.25
"Edith Whiskers",0.72,0.2,0.1,0.55,0.77,0.98,0.04
"Editors",0.17,0.87,0.32,0.69,0.91,0,0.06
"Edmee",0.56,0.27,0.1,0.66,0.83,0.84,0.03
"Edmond Roze",0.74,0.27,0.1,0.37,0.81,0.86,0.45
"Edmund Gruber",0.5,0.45,0.11,0.55,0.76,0.93,0.04
"Edmund Kurtz",0.25,0.18,0.19,0.5,0.71,0.97,0.04
"Edmund Lyndeck",0.4,0.35,0.16,0.54,0.78,0.9,0.1
"Edmundo Ros",0.73,0.85,0.1,0.79,0.84,0.9,0.08
"Edmée Favart",0.78,0.34,0.59,0.56,0.74,0.99,0.91
"Edmée Louin",0.42,0.01,0.11,0.44,0.61,0.99,0.07
"Edna St. Vincent Millay",0.63,0.18,0.16,0.46,0.69,0.98,0.92
"Edoardo Bennato",0.4,0.49,0.14,0.62,0.84,0.86,0.05
"Edoardo Di Capua",0.14,0.49,0.12,0.42,0.86,0.87,0.04
"Edoardo Spolaore",0.8,0.76,0.09,0.59,0.82,0,0.07
"Edoardo Vianello",0.58,0.64,0.14,0.56,0.87,0.6,0.08
"Edouard Bervily",0.36,0.17,0.31,0.51,0.76,0.99,0.04
"Edouart Delmont",0.47,0.52,0.17,0.41,0.77,0.98,0.76
"Edu Da Gaita",0.44,0.44,0.1,0.45,0.8,0.89,0.06
"Edu Lobo",0.66,0.58,0.16,0.63,0.75,0.16,0.03
"Eduard Haken",0.24,0.31,0.26,0.37,0.74,0.96,0.07
"Eduard Kandl",0.62,0.16,0.31,0.39,0.71,0.98,0.64
"Eduard Khil",0.67,0.25,0.13,0.61,0.72,0.91,0.16
"Eduard Künneke",0.37,0.41,0.35,0.36,0.85,0.98,0.06
"Eduard Marks",0.19,0.1,0.12,0.36,0.69,0.99,0.04
"Eduard Strauss",0.44,0.56,0.83,0.78,0.71,0.77,0.46
"Eduard van Beinum",0.27,0.19,0.19,0.47,0.66,0.95,0.05
"Eduardo Adrian",0.57,0.2,0.13,0.59,0.78,0.98,0.11
"Eduardo Falú",0.52,0.24,0.2,0.48,0.73,0.96,0.04
"Eduardo Gatti",0.58,0.12,0.1,0.73,0.61,0.77,0.04
"Eduardo Rovira",0.41,0.4,0.13,0.48,0.86,0.29,0.03
"Eduardo di Capua",0.32,0.26,0.21,0.42,0.79,0.98,0.04
"Edvard Grieg",0.29,0.11,0.15,0.45,0.63,0.96,0.05
"Edward Bear",0.55,0.62,0.13,0.59,0.85,0.4,0.05
"Edward Brewer",0.21,0.06,0.1,0.4,0.55,0.93,0.04
"Edward Elgar",0.22,0.2,0.16,0.46,0.66,0.9,0.04
"Edward Isidor Bergman",0.41,0.22,0.1,0.36,0.77,0.99,0.03
"Edward M. Read",0.54,0.28,0.09,0.42,0.76,0.3,0.03
"Edward Maya",0.78,0.76,0.09,0.58,0.89,0.03,0.04
"Edward Newton",0.4,0,0.1,0.31,0.36,1,0.04
"Edward Ross",0.1,0.14,0.1,0.34,0.66,0.95,0.04
"Edward Sharpe & The Magnetic Zeros",0.54,0.62,0.13,0.46,0.87,0.37,0.04
"Edward Wright",0.65,0.11,0.09,0.52,0.62,0.97,0.07
"Edwards Sanders",0.58,0.36,0.15,0.62,0.8,0.82,0.1
"Edwin Birdsong",0.86,0.65,0.13,0.5,0.82,0.03,0.08
"Edwin Clay",0.69,0.3,0.06,0.57,0.75,0.77,0.28
"Edwin Fischer",0.33,0.08,0.11,0.4,0.65,0.98,0.05
"Edwin Hawkins",0.34,0.85,0.68,0.47,0.87,0.57,0.22
"Edwin Lobato",0.58,0.02,0.2,0.43,0.49,1,0.08
"Edwin Luna y La Trakalosa de Monterrey",0.71,0.58,0.11,0.58,0.91,0.53,0.05
"Edwin McArthur",0.58,0.14,0.11,0.52,0.68,0.95,0.05
"Edwin McCain",0.44,0.58,0.12,0.63,0.88,0.44,0.03
"Edwin Schneider",0.4,0.16,0.1,0.78,0.75,0.99,0.09
"Edwin Starr",0.66,0.64,0.2,0.53,0.81,0.24,0.09
"Edwyn Collins",0.62,0.78,0.4,0.58,0.86,0.02,0.04
"Edwynn",0.58,0.35,0.17,0.54,0.74,0.82,0.08
"Edythe Wright",0.7,0.3,0.19,0.49,0.77,0.95,0.08
"Eek-A-Mouse",0.82,0.47,0.12,0.41,0.8,0.25,0.12
"Eels",0.58,0.57,0.22,0.59,0.84,0.35,0.05
"Effective",0.65,0.61,0.2,0.6,0.82,0,0.07
"Effi Ben Israel",0.68,0.22,0.06,0.56,0.74,0.77,0.46
"Efraim Shamir",0.44,0.55,0.11,0.61,0.8,0.01,0.03
"Efrem Kurtz",0.27,0.18,0.33,0.44,0.68,0.9,0.04
"Egbert Van Alstyne",0.25,0.26,0.24,0.34,0.76,0.97,0.03
"Egberto Gismonti",0.22,0.1,0.1,0.79,0.64,0.92,0.03
"Egg",0.33,0.47,0.12,0.41,0.75,0,0.05
"Egg Hunt",0.29,0.92,0.06,0.71,0.88,0.03,0.1
"Egil Johansen",0.59,0.33,0.72,0.44,0.72,0.73,0.06
"Egor Letov",0.46,0.5,0.2,0.5,0.84,0.82,0.12
"Egypt Central",0.48,0.92,0.21,0.56,0.9,0,0.08
"Ehab Tawfik",0.79,0.75,0.16,0.62,0.85,0.06,0.06
"Ehukai",0.84,0.37,0.08,0.53,0.76,0.46,0.07
"Eiffel 65",0.8,0.97,0.44,0.59,0.8,0.21,0.05
"Eight Seconds",0.68,0.64,0.05,0.51,0.8,0.04,0.03
"Eighteen Visions",0.33,0.98,0.18,0.73,0.92,0,0.13
"Eiji Kitamura",0.67,0.14,0.1,0.57,0.64,0.91,0.04
"Eile Monty",0.54,0.67,0.33,0.51,0.91,0.03,0.07
"Eileen Barton",0.73,0.29,0.06,0.78,0.83,0.86,0.34
"Eileen Farrell",0.34,0.25,0.29,0.45,0.74,0.87,0.05
"Eileen Newton",0.11,0.26,0.63,0.38,0.79,0.95,0.03
"Einar Steen-Nøkleberg",0.38,0.02,0.08,0.51,0.4,1,0.04
"Einstürzende Neubauten",0.37,0.3,0.1,0.43,0.84,0.11,0.03
"Ekaterina Chtchelkanova",0.6,0.34,0.46,0.58,0.78,0.39,0.38
"Ekin Cheng",0.45,0.36,0.3,0.34,0.82,0.77,0.03
"Ekoh",0.72,0.73,0.47,0.77,0.86,0.14,0.23
"Ekolu",0.7,0.59,0.1,0.63,0.86,0.53,0.06
"Ekoostik Hookah",0.56,0.74,0.27,0.48,0.83,0.14,0.03
"El Alfa",0.81,0.84,0.12,0.55,0.91,0.16,0.14
"El Apomeño De Sinaloa",0.66,0.52,0.17,0.58,0.81,0.12,0.12
"El As De La Sierra",0.64,0.52,0.13,0.64,0.85,0.28,0.09
"El Bebeto",0.64,0.64,0.11,0.71,0.9,0.45,0.05
"El Bebeto Y Su Banda Patria Chica",0.52,0.53,0.09,0.92,0.92,0.49,0.04
"El Canto Del Loco",0.73,0.63,0.12,0.54,0.86,0.21,0.03
"El Cartel De Nuevo Leon",0.83,0.74,0.18,0.48,0.87,0.22,0.04
"El Cata",0.76,0.8,0.21,0.58,0.9,0.11,0.07
"El Chacal",0.76,0.83,0.19,0.42,0.93,0.17,0.07
"El Chapo De Sinaloa",0.75,0.54,0.16,0.69,0.91,0.57,0.1
"El Chaval",0.79,0.47,0.09,0.6,0.85,0.26,0.06
"El Chaval de la Bachata",0.88,0.88,0.14,0.6,0.95,0.15,0.05
"El Chicano",0.6,0.43,0.16,0.5,0.76,0.51,0.03
"El Chombo",0.94,0.83,0.63,0.5,0.82,0.03,0.21
"El Ciego De Nagua",0.5,0.82,0.03,0.75,0.81,0.63,0.09
"El Cocha Molina",0.61,0.41,0.1,0.72,0.82,0.49,0.06
"El Combo De Las Estrellas",0.76,0.62,0.07,0.52,0.86,0.09,0.05
"El Compa Chuy",0.73,0.57,0.25,0.56,0.88,0.52,0.09
"El Compa Sacra, El Ultimo Razo",0.78,0.6,0.1,0.48,0.88,0.54,0.06
"El Coyote Y Su Banda Tierra Santa",0.62,0.55,0.14,0.64,0.87,0.55,0.05
"El DeBarge",0.63,0.5,0.12,0.49,0.78,0.33,0.08
"El Dipy",0.9,0.52,0.11,0.64,0.91,0.06,0.15
"El Fantasma",0.78,0.44,0.15,0.5,0.89,0.55,0.1
"El General",0.85,0.74,0.12,0.55,0.85,0.11,0.11
"El Golpe",0.56,0.53,0.19,0.52,0.83,0.25,0.08
"El Gran Combo De Puerto Rico",0.68,0.69,0.17,0.49,0.88,0.61,0.05
"El Gran Silencio",0.7,0.86,0.26,0.52,0.88,0.08,0.08
"El Guincho",0.88,0.69,0.05,0.45,0.91,0.39,0.13
"El Güero y Su Banda Centenario",0.65,0.68,0.16,0.72,0.88,0.22,0.04
"El Halcon De La Sierra",0.71,0.62,0.08,0.61,0.87,0.34,0.11
"El Haragán y Compañía",0.48,0.76,0.14,0.57,0.84,0.08,0.06
"El Komander",0.74,0.64,0.12,0.55,0.89,0.49,0.08
"El Lobito de Sinaloa",0.67,0.27,0.27,0.55,0.77,0.67,0.05
"El Mariachi De América De Jesús Rodriguez De Hijar",0.7,0.4,0.21,0.49,0.79,0.49,0.04
"El Michels Affair",0.57,0.51,0.16,0.44,0.85,0.53,0.03
"El Millonario",0.73,0.88,0.36,0.41,0.91,0,0.14
"El Monarca De Sinaloa",0.47,0.76,0.06,0.91,0.89,0.56,0.09
"El Movimiento Alterado",0.82,0.81,0.24,0.57,0.9,0.35,0.1
"El Negro",0.64,0.68,0.04,0.46,0.85,0.88,0.06
"El Noble",0.87,0.64,0.14,0.37,0.91,0.28,0.32
"El Palomo Y El Gorrion",0.74,0.48,0.13,0.63,0.85,0.64,0.06
"El Pelón del Mikrophone",0.83,0.78,0.48,0.62,0.88,0.01,0.19
"El Pili",0.45,0.32,0.26,0.62,0.78,0.92,0.05
"El Piporro",0.64,0.45,0.21,0.68,0.86,0.63,0.14
"El Poder Del Norte",0.67,0.6,0.18,0.5,0.84,0.35,0.11
"El Potro De Sinaloa",0.86,0.49,0.1,0.49,0.89,0.55,0.07
"El Rescate",0.52,0.56,0.16,0.5,0.89,0.86,0.05
"El Sentir De La Bachata",0.9,0.58,0.1,0.6,0.91,0.42,0.09
"El Simbolo",0.72,0.95,0.06,0.52,0.88,0.11,0.07
"El Ten Eleven",0.59,0.61,0.11,0.6,0.81,0.07,0.04
"El Tiempo",0.61,0.82,0.15,0.66,0.91,0.28,0.04
"El Tigrillo Palma",0.67,0.64,0.36,0.59,0.88,0.59,0.05
"El Tri",0.44,0.82,0.27,0.6,0.86,0.16,0.09
"El Trono de Mexico",0.66,0.62,0.18,0.63,0.9,0.4,0.04
"El Viejo Paulino Y Su Gente",0.81,0.56,0.14,0.49,0.83,0.58,0.08
"El de La Guitarra",0.74,0.49,0.35,0.56,0.81,0.28,0.04
"Elaine Caswell",0.64,0.81,0.14,0.6,0.9,0.1,0.03
"Elaine Lynn",0.57,0.25,0.17,0.65,0.78,0.81,0.09
"Elaine Paige",0.26,0.14,0.15,0.49,0.7,0.81,0.04
"Elaine Stritch",0.43,0.18,0.11,0.6,0.72,0.84,0.11
"Elaine Swann",0.58,0.27,0.62,0.67,0.73,0.6,0.28
"Elastica",0.43,0.84,0.14,0.67,0.91,0.02,0.06
"Elayna Boynton",0.77,0.39,0.12,0.51,0.84,0.58,0.03
"Elbow",0.48,0.72,0.35,0.58,0.89,0.26,0.03
"Elder Island",0.92,0.44,0.07,0.53,0.79,0.17,0.07
"Elderbrook",0.9,0.57,0.11,0.53,0.82,0.09,0.05
"Eldridge Holmes",0.51,0.83,0.24,0.49,0.84,0.08,0.04
"Eleanor Arroway",0.23,0.16,0.11,0.32,0.56,0.9,0.04
"Eleanor Steber",0.23,0.16,0.12,0.34,0.69,0.98,0.04
"Electrasy",0.48,0.93,0.2,0.59,0.89,0,0.05
"Electric Boys",0.56,0.93,0.34,0.43,0.82,0.09,0.06
"Electric Guest",0.77,0.7,0.15,0.57,0.88,0.06,0.04
"Electric Jungle",0.53,0.86,0.33,0.51,0.85,0.23,0.1
"Electric Light Orchestra",0.49,0.56,0.27,0.56,0.82,0.46,0.04
"Electric Six",0.53,0.84,0.1,0.68,0.9,0,0.07
"Electric Wizard",0.21,0.68,0.15,0.42,0.87,0,0.06
"Electric Youth",0.71,0.44,0.16,0.51,0.84,0.74,0.04
"Electro-Light",0.55,0.78,0.07,0.78,0.85,0.17,0.05
"Electronic",0.65,0.7,0.14,0.53,0.78,0.01,0.03
"Electronic System",0.39,0.35,0.1,0.57,0.7,0.19,0.05
"Elefante",0.67,0.67,0.13,0.52,0.86,0.16,0.05
"Elektronik Kitchen Of Ideas",0.67,0.93,0.2,0.51,0.88,0,0.05
"Element Eighty",0.45,0.95,0.04,0.8,0.93,0,0.1
"Elena Coats",0.51,0.53,0.07,0.39,0.89,0.07,0.03
"Elena Filipova",0.08,0.09,0.29,0.39,0.58,0.96,0.04
"Elephant Man",0.79,0.61,0.12,0.54,0.88,0.08,0.2
"Elephant Revival",0.46,0.47,0.1,0.41,0.82,0.56,0.03
"Elephante",0.51,0.92,0.54,0.6,0.92,0,0.08
"Elevation Worship",0.37,0.62,0.5,0.61,0.87,0.03,0.04
"Eleven Hundred Springs",0.7,0.65,0.13,0.43,0.87,0.14,0.03
"Elevie J",0.16,0.05,0.11,0.33,0.55,0.97,0.05
"Elf",0.37,0.7,0.3,0.46,0.83,0.04,0.03
"Elfriede Marherr",0.2,0.27,0.14,0.35,0.74,0.96,0.04
"Elgate feat. Spektrem",0.54,0.81,0.46,0.59,0.88,0.01,0.07
"Eli Palacios",0.76,0.82,0.32,0.55,0.9,0.05,0.04
"Eli Young Band",0.51,0.7,0.2,0.64,0.9,0.13,0.04
"Elia y Elizabeth",0.68,0.45,0.1,0.53,0.75,0.61,0.05
"Eliane Elias",0.57,0.28,0.11,0.51,0.73,0.85,0.03
"Elias Rahbani",0.51,0.52,0.25,0.46,0.79,0.01,0.03
"Elida Reyna",0.55,0.37,0.22,0.57,0.88,0.36,0.03
"Elie Cohen",0.3,0.17,0.32,0.4,0.7,0.93,0.05
"Eliecer Ochoa y su Conjunto Vallenato",0.64,0.79,0.14,0.44,0.89,0.06,0.13
"Elijah Kelley",0.58,0.9,0.3,0.65,0.9,0.14,0.18
"Elijah Who",0.68,0.22,0.16,0.47,0.78,0.93,0.13
"Elina",0.65,0.17,0.13,0.55,0.83,0.92,0.05
"Elio Roca",0.47,0.34,0.14,0.42,0.73,0.66,0.06
"Eliot Feld",0.62,0.46,0.42,0.56,0.82,0.7,0.46
"Elis Regina",0.5,0.32,0.14,0.56,0.75,0.71,0.08
"Elisa Mosel",0.56,0.02,0.11,0.34,0.65,1,0.04
"Elisabeth Grümmer",0.37,0.19,0.42,0.41,0.66,0.95,0.15
"Elisabeth Höngen",0.21,0.24,0.2,0.38,0.72,0.96,0.05
"Elisabeth Leonskaja",0.38,0.02,0.09,0.46,0.51,0.99,0.04
"Elisabeth Ohms",0.21,0.23,0.12,0.36,0.76,0.98,0.05
"Elisabeth Rethberg",0.47,0.25,0.18,0.42,0.72,0.98,0.1
"Elisabeth Schumann",0.31,0.03,0.08,0.41,0.57,0.99,0.05
"Elisabeth Schwarzkopf",0.34,0.15,0.3,0.46,0.64,0.93,0.18
"Elisabeth Schwarzkopf/Erich Kunz/Nicolai Gedda/Emmy Loose/Philharmonia Orchestra/Otto Ackermann",0.28,0.08,0.28,0.55,0.66,0.97,0.05
"Elisabeth Schwarzkopf/Nicolai Gedda/Felix Kent/André von Mattoni/Philharmonia Orchestra/Otto Ackermann",0.65,0.05,0.28,0.46,0.42,0.66,0.96
"Elisabeth Westenholz",0.49,0.08,0.1,0.72,0.63,0.99,0.11
"Elisabetta Fusco",0.18,0.21,0.62,0.43,0.75,0.97,0.04
"Elise Lieberth",0.67,0.43,0.11,0.64,0.87,0.73,0.14
"Eliseo Herrera",0.81,0.68,0.05,0.53,0.84,0.1,0.06
"Eliseo Robles Y Los Barbaros Del Norte",0.67,0.75,0.42,0.5,0.86,0.11,0.05
"Eliseo Robles y los Bárbaros del Norte",0.75,0.51,0.09,0.46,0.85,0.56,0.04
"Eliseo Roman",0.74,0.54,0.04,0.4,0.85,0.73,0.05
"Elissa",0.57,0.55,0.07,0.39,0.83,0.05,0.05
"Elivda Rizzo",0.68,0.43,0.2,0.53,0.7,0.85,0.31
"Eliza Doolittle",0.59,0.39,0.13,0.34,0.87,0.38,0.03
"Elizabeth Ann",0.74,0.55,0.12,0.4,0.85,0.15,0.09
"Elizabeth Bainbridge",0.22,0.15,0.16,0.36,0.66,0.97,0.03
"Elizabeth Bishop",0.68,0.05,0.15,0.5,0.57,0.95,0.98
"Elizabeth Cotten",0.44,0.28,0.12,0.53,0.67,0.96,0.03
"Elizabeth Cotten and Brenda Evans",0.59,0.08,0.11,0.81,0.81,0.94,0.06
"Elizabeth Doubleday",0.26,0.23,0.21,0.41,0.73,0.94,0.04
"Elizabeth Fraser",0.17,0.12,0.11,0.4,0.65,0.87,0.04
"Elizabeth Gillies",0.64,0.92,0.15,0.66,0.94,0.05,0.23
"Elizabeth Harwood",0.33,0.32,0.44,0.33,0.74,0.96,0.07
"Elizabeth Hedman",0.2,0.04,0.1,0.83,0.53,0.79,0.04
"Elizabeth Howell",0.56,0.32,0.07,0.54,0.81,0.91,0.09
"Elizabeth Knight and The Harvesters",0.7,0.09,0.13,0.5,0.77,0.98,0.04
"Elizabeth Mitchell",0.62,0.18,0.19,0.6,0.71,0.83,0.12
"Elizabeth Norberg-Schulz",0.38,0.15,0.13,0.46,0.66,0.97,0.05
"Elizabeth Pacetti",0.57,0.3,0.12,0.48,0.83,0.84,0.06
"Elizabeth Poston",0.23,0.04,0.07,0.37,0.5,0.99,0.07
"Elizabeth Taylor",0.62,0.24,0.74,0.51,0.69,0.84,0.06
"Elizabeth Wallfisch",0.4,0.16,0.14,0.55,0.63,0.91,0.04
"Elizabeth Wallfisch/Lisa Beznosiuk/Malcolm Proud/Orchestra of the Age of Enlightenment",0.4,0.16,0.14,0.55,0.63,0.91,0.04
"Elizabeth Wilcock",0.41,0.28,0.31,0.56,0.68,0.9,0.04
"Elizaveta",0.44,0.92,0.25,0.69,0.92,0,0.07
"Elizeth Cardoso",0.39,0.39,0.11,0.46,0.87,0.86,0.03
"Elkie Brooks",0.61,0.29,0.14,0.53,0.76,0.5,0.03
"Ella Baila Sola",0.73,0.86,0.33,0.42,0.84,0.41,0.2
"Ella Eyre",0.61,0.61,0.22,0.61,0.9,0.33,0.04
"Ella Fitzgerald",0.43,0.24,0.22,0.5,0.76,0.83,0.06
"Ella Henderson",0.55,0.69,0.1,0.45,0.9,0.26,0.04
"Ella Jenkins",0.64,0.13,0.1,0.58,0.75,0.92,0.29
"Ella Logan",0.49,0.16,0.24,0.46,0.7,0.92,0.06
"Ella Mae Morse",0.71,0.26,0.16,0.67,0.77,0.78,0.16
"Ella Mai",0.59,0.57,0.16,0.5,0.87,0.24,0.14
"Ella Meadon",0.48,0.08,0.11,0.64,0.74,0.92,0.03
"Elle King",0.53,0.85,0.26,0.69,0.9,0.13,0.08
"Elle Limebear",0.51,0.51,0.11,0.62,0.77,0.02,0.04
"Elle McLemore",0.67,0.51,0.12,0.5,0.86,0.58,0.12
"Elle Varner",0.42,0.54,0.21,0.59,0.91,0.04,0.03
"Ellen Carleen",0.44,0.19,0.14,0.52,0.73,0.89,0.06
"Ellen Gottschalch",0.47,0.15,0.36,0.43,0.71,0.89,0.06
"Ellen Gottschalch & Edgar Hansen",0.51,0.09,0.16,0.62,0.68,1,0.04
"Ellen Gottschalch og Max Hansen",0.51,0.34,0.76,0.28,0.73,0.89,0.05
"Ellen Gottschalch og Niels Brincker",0.57,0.24,0.35,0.46,0.73,0.87,0.05
"Ellen Green",0.41,0.37,0.11,0.48,0.77,0.53,0.04
